paragraph_id,legislation_id,section,heading,paragraph
27762,65,16,Amendment of permits and approvals,(b) must give the holder of the permit or approval notice in writing of the amendment and publish notice of the amendment in the prescribed manner.
27763,65,16,Amendment of permits and approvals,"(8) Despite subsection (7) (b), the director may give the notice by electronic means to an address provided by the holder of the permit or approval."
27764,65,17,"Transfers of permits, approvals, etc.","17
		  (1) A transfer of a permit or approval is without effect unless a director has consented in writing to the transfer."
27765,65,17,"Transfers of permits, approvals, etc.","(2) Despite subsection (1), the director may consent to a transfer by electronic means to an address provided by the holder of the permit or approval."
27766,65,17,"Transfers of permits, approvals, etc.",(3) A licence referred to in section 10 [transportation of hazardous waste] is not transferable.
27767,65,18,Suspension or cancellation of permits and approvals,"18
		  (1) Subject to this section, the minister or a director, by notice served on the holder of a permit or approval, may"
27768,65,18,Suspension or cancellation of permits and approvals,"(a) suspend the permit or approval for any period, or"
27769,65,18,Suspension or cancellation of permits and approvals,(b) cancel the permit or approval.
27770,65,18,Suspension or cancellation of permits and approvals,(2) A notice served under subsection (1) must state the time at which the suspension or cancellation takes effect.
27771,65,18,Suspension or cancellation of permits and approvals,(3) The minister may exercise the authority under subsection (1) in any of the following circumstances:
27772,65,18,Suspension or cancellation of permits and approvals,(a) a holder of a permit
27773,65,18,Suspension or cancellation of permits and approvals,"(i)  fails to complete construction of works specified in the permit within the time specified in the permit or, if no time is specified in the permit, within 3 years after issuance of the permit, or"
27774,65,18,Suspension or cancellation of permits and approvals,(ii)  does not exercise any rights under the permit for a period of 3 years;
27775,65,18,Suspension or cancellation of permits and approvals,(b) a holder of a permit or an approval fails to pay money owing to the government under the permit or approval;
27776,65,18,Suspension or cancellation of permits and approvals,(c) a holder of a permit or an approval fails to comply with the terms of the permit or approval;
27777,65,18,Suspension or cancellation of permits and approvals,(d) a holder of a permit or an approval fails to comply with an order issued under this Act and related to the subject matter of the permit or approval;
27778,65,18,Suspension or cancellation of permits and approvals,(e) a holder of a permit or an approval or the holder's agent has made or makes a material misstatement or misrepresentation in the application for the permit or approval or in the information required under this Act with respect to the permit or approval;
27779,65,18,Suspension or cancellation of permits and approvals,(f) a holder of a permit or an approval fails to comply with any other requirements of this Act or the regulations;
27780,65,18,Suspension or cancellation of permits and approvals,(g) a permit or an approval conflicts with or is replaced by a waste management plan approved by the minister;
27781,65,18,Suspension or cancellation of permits and approvals,(h) a permit or an approval is replaced by a regulation;
27782,65,18,Suspension or cancellation of permits and approvals,"(i) a permit or an approval is not, in the opinion of the minister, in the public interest."
27783,65,18,Suspension or cancellation of permits and approvals,"(4) The authority conferred by subsection (1) may be exercised by a director in any of the circumstances referred to in subsection (3) (a), (b), (g) and (h)."
27784,65,18,Suspension or cancellation of permits and approvals,"(5) In addition to the authority conferred by subsection (1), a director may, without notice to the holder,"
27785,65,18,Suspension or cancellation of permits and approvals,"(a) suspend a permit or approval for the length of time requested if the holder requests that the permit or approval be suspended, or"
27786,65,18,Suspension or cancellation of permits and approvals,(b) cancel a permit or approval if the holder of the permit or approval
27787,65,18,Suspension or cancellation of permits and approvals,"(i)  dies,"
27788,65,18,Suspension or cancellation of permits and approvals,"(ii)  is a corporation that is liquidated, dissolved or otherwise wound up or is an extraprovincial company within the meaning of the Business Corporations Act that has had its registration cancelled under Part 11 or 12 of that Act,"
